City,Your city,Employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Your main technology,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Company size,Annual gross salary without bonus and stocks in EUR,Annual gross salary with bonus and stocks in EUR,Annual gross salary+bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoff affects you,company_layoffs,Work From Home allowance,Did you already find a new job?,employment_status_change_in_2023,Do you currently search for a job?,How long have you been unemployed? (in months),company_hire_in_2023,company_industry,change_jobs,tc_new_job,change_jobs_voluntary,how_long_find_job,ai_impact,ai_use,ai_tool,ai_other_tools
Other,Kempten,Full/Part-time employee,Software Engineer,,17,2,Senior,,C# / .NET,,,45.00,English,101-1000,73000,73000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,5,2,Lead / Staff,,Python,,"Java / Scala,Kotlin,SQL",4.00,Russian,1000+,100000,107000,90000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,20,10,Senior,,PHP,,"Javascript / Typescript,SQL,Docker,Kubernetes",10.00,"English,German",1000+,80000,80000,80000,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Software Engineer,,12,4,Middle,,Java,,"SQL,AWS,Docker",0.16,German,101-1000,70000,70000,52000,30,,,,,35,,No,100 - 500,,No,,,Yes,Financial Services,Yes,better than it was,"Voluntary, it was my decision","1,0",Invisible,No,,
Cologne,,Full/Part-time employee,Frontend Developer,,10,8,Middle,,JavaScript / Typescript,,"PHP,Javascript / Typescript,NodeJS,Docker",7.00,German,11-50,60000,60000,60000,27,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,4,2,Middle,,Java,,"Javascript / Typescript, React,Kubernetes,Docker",0.50,English,1000+,110000,185000,89000,30,,,,,40,,"Yes, in 2022",No,,Full/Part-time employee,,,Yes,Financial Services,Yes,better than it was,"Voluntary, it was my decision","1,0",Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Other,Data Analyst,6,5,Junior,,SQL,,"Python,SQL,AWS,Docker",2.10,"German,English",51-100,37000,37200,32400,30,,,,,40,,I dont know,No,,No,,,"Yes, but only for backfilling",Financial Services,No,,,,Moderate but noticeable,Yes,"Other,ChatGPT","Deepl, Grammarly "
Berlin,,Full/Part-time employee,Frontend Developer,,8,1,Senior,,JavaScript / Typescript,," React,NodeJS,Docker",1.25,"English,German",101-1000,62000,67000,,20,,,,,40,,No,No,,No,,,No,"Manufacturing, Transportation, or Supply Chain",No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Software Engineer,,8,1,Senior,,Python,,"AWS,Docker",1.00,English,1000+,92000,108000,103000,30,,,,,40,No,"Yes, both in 2022-2023",500 - 1000,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Backend Developer,,5,1,Senior,,Java,,,3.00,"Russian,English",1000+,73500,75500,,30,,,,,40,,No,500 - 1000,,No,,,Yes,Financial Services,No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Backend Developer,,18,1,Senior,,Java,,"Docker,Other",1.20,"Russian,English,German",11-50,80000,81000,,28,,,,,40,No,"Yes, in 2023",100 - 500,,No,,,Yes,Legal Services,No,,,,Invisible,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,QA Engineer,,7,5,Middle,,Java,,"Docker,SQL,Javascript / Typescript",5.00,German,1000+,68000,70000,,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,Financial Services,No,,,,Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,14,4,Senior,,JavaScript / Typescript,,,1.00,English,1000+,115000,160000,140000,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Munich,,Full/Part-time employee,Backend Developer,,9,3,Senior,,Java,,C / C++,1.50,Russian,101-1000,120000,121000,100000,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,Financial Services,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,BI Developer / Data Engineer,,8,1,Lead / Staff,,SQL,,Java / Scala,0.50,"English,Russian",1000+,112000,12000,,30,,,,,40,,No,over 1000 euros,,Full/Part-time employee,,,Yes,Financial Services,Yes,about the same,"Voluntary, it was my decision","3,0",Invisible,No,,
Munich,,Full/Part-time employee,Product Manager,,6,1,Middle,,Other,,,0.25,English,11-50,74000,74000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,worse than it was,"Voluntary, it was my decision","2,0",Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Data Scientist,,2,7,Senior,,Python,,SQL,2.00,"English,Other",1000+,95040,95040,75000,27,,,,,40,,"Yes, in 2022",100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,7,0,Senior,,Kotlin,,Go,0.50,"Russian,English",101-1000,128160,143000,,28,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Data Scientist,,6,0,Senior,,SQL,,Python,1.00,"English,Russian",11-50,105000,112000,,28,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",Yes,about the same,"Voluntary, it was my decision","2,0",Invisible,No,,
Berlin,,Full/Part-time employee,Head / Principal / VP,,14,7,Head / Principal,,Java,,"Kubernetes,AWS,Go,Python,Javascript / Typescript",5.00,"English,German",101-1000,120000,130000,110000,28,,,,,40,,No,No,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,BI Developer / Data Engineer,,15,6,Lead / Staff,,Python,,"Java / Scala,Python,SQL",,English,101-1000,150000,150000,140000,28,,,,,40,,No,No,,No,,,"Yes, but only for backfilling",Insurance,No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,19,3,Senior,,SAP / ABAP,,"Javascript / Typescript,SAP / ABAP",0.20,English,1000+,77000,80000,50000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","6,0",Invisible,No,,
Berlin,,Working student,Scrum Master / Agile Coach,,15,2,Middle,,Other,,Other,2.00,"English,German,Russian",11-50,3500,3500,3500,15,,,,,20,No,"Yes, in 2023",No,,No,,,Yes,Wholesale,No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,ML Engineer,,4,1,Middle,,Python,,"Azure,Docker",1.00,English,11-50,71000,71000,71000,30,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Munich,,Full/Part-time employee,Software Engineer,,10,3,Head / Principal,,C# / .NET,,"Javascript / Typescript,SQL",3.00,"English,German",1000+,85000,95000,85000,30,,,,,40,,"Yes, in 2022",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Other,Erfurt,Full/Part-time employee,DevOps,,20,3,Senior,,Go,,"Python,AWS,Google Cloud,Azure,Kubernetes,Terraform,Docker,Other",2.00,English,1000+,110000,115000,111000,30,,,,,40,,No,up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,20,1,Senior,,C# / .NET,,"C# / .NET core,.NET,SQL,AWS,Kubernetes,Terraform,Docker",1.00,English,101-1000,75000,7500,,28,,,,,40,,I dont know,100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Mobile Developer,,10,1,Senior,,Swift,,,1.00,"English,Russian",101-1000,75000,75000,,32,,,,,40,"Yes, I am NOT satisfied with a severance package","Yes, both in 2022-2023",No,,No,,,No,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Involuntarily, I was forced to look for a new job","3,0",Invisible,No,,
Berlin,,Founder,C-level (CTO / CEO / ...),,16,10,Head / Principal,,NodeJS,,"Python,Javascript / Typescript, React,NodeJS,Ruby,SQL,Go,AWS,Google Cloud,Docker,Terraform,Kubernetes",0.90,English,up to 10,25000,25000,110000,24,,,,,40,,No,No,,Unemployed,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Dusseldorf,,Full/Part-time employee,Frontend Developer,,10,5,Senior,,JavaScript / Typescript,,"Javascript / Typescript, React,NodeJS",5.00,English,101-1000,75000,75000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,10,4,Lead / Staff,,Kotlin,,"Terraform,Kubernetes,AWS",1.00,English,11-50,90000,98000,94000,28,,,,,40,,No,500 - 1000,,No,,,Yes,Financial Services,No,,,,Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Backend Developer,,10,8,Senior,,Python,,"Python,Kotlin,Go,Docker",1.00,English,1000+,95000,106000,84000,30,,,,,40,,No,over 1000 euros,,No,,,Yes,Retail and Consumer Services,Yes,better than it was,"Voluntary, it was my decision","2,0",Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,12,6,Senior,,JavaScript / Typescript,,"NodeJS,Docker,Kubernetes,AWS",1.00,"English,Russian",1000+,110000,125000,70000,28,,,,,40,No,"Yes, in 2023",100 - 500,,No,,,"Yes, but only for backfilling",Other,No,,,,Great,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Software Engineer,,15,7,Senior,,Kotlin,,Java / Scala,13.00,"Russian,English",1000+,117000,132000,122,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Dusseldorf,,Full/Part-time employee,Head / Principal / VP,,17,10,Head / Principal,,Go,,"Google Cloud,Azure,Kubernetes,Terraform,Docker,Other",2.00,"English,German,Russian",51-100,98000,98000,98000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Other",AI assistant
Berlin,,Full/Part-time employee,QA Engineer,,16,6,Senior,,Python,,"Javascript / Typescript,SQL,AWS,Azure,Docker,Other",0.75,"English,Russian",1000+,95000,95000,87000,30,,,,,40,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","1,0",Invisible,No,,
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,4,4,Lead / Staff,,Other,,Clojure,4.00,German,11-50,56000,60000,58000,30,,,,,40,,No,No,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,No,,
Munich,,Full/Part-time employee,Software Engineer,,18,7,Senior,,C / C++,,"C / C++,SQL,Docker",6.00,English,1000+,89300,92000,85000,29,,,,,40,,No,No,,No,,,Yes,Financial Services,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Backend Developer,,7,4,Senior,,Java,,"Kotlin,Docker",0.50,English,1000+,91000,5000,80000,30,,,,,40,,I dont know,No,,Full/Part-time employee,,,Yes,Financial Services,Yes,better than it was,"Voluntary, it was my decision","5,0",Invisible,No,,
Berlin,,Full/Part-time employee,Software Engineer,,15,10,Senior,,Python,,"Python,SQL,Go,AWS,Google Cloud,Kubernetes,Terraform,Docker",2.00,English,101-1000,75000,85000,75000,29,,,,,40,,No,up to 100 euro,,No,,,Yes,Retail and Consumer Services,No,,,,Moderate but noticeable,No,,
Munich,,Full/Part-time employee,Backend Developer,,1,1,Junior,,Java,,"Python,C / C++,AWS",5.00,Russian,51-100,75000,75000,,30,,,,,40,No,"Yes, both in 2022-2023",100 - 500,,No,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Mobile Developer,,65,2,Senior,,Swift,,,2.00,English,1000+,110000,130000,,27,,,,,40,,No,500 - 1000,,No,,,Yes,Financial Services,No,,,,Great,No,,
Berlin,,Full/Part-time employee,Software Engineer,,5,2,Middle,,JavaScript / Typescript,,React,0.50,"English,Russian",1000+,75000,84000,68000,30,,,,,40,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","1,0",Invisible,No,,
Munich,,Full/Part-time employee,Backend Developer,,5,1,Middle,,Java,,"Java / Scala,Kotlin,AWS,Docker,Kubernetes,Other",5.00,English,101-1000,65000,65000,0,30,,,,,40,,No,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,worse than it was,"Involuntarily, I was forced to look for a new job","6,0",Moderate but noticeable,Yes,Copilot,
Munich,,Full/Part-time employee,DevOps,,7,2,Senior,,Python,,"Kubernetes,AWS,Terraform,Docker",1.00,English,51-100,90000,90000,,27,,,,,40,,No,No,,No,,,Yes,Financial Services,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,13,8,Lead / Staff,,JavaScript / Typescript,," React,Javascript / Typescript,Swift,NodeJS",1.00,"English,Russian",1000+,88600,100000,95000,30,,,,,40,,No,100 - 500,,Full/Part-time employee,,,Yes,Retail and Consumer Services,Yes,better than it was,"Involuntarily, I was forced to look for a new job","3,0",Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,25,14,Head / Principal,,C# / .NET,,"SQL,Javascript / Typescript",13.00,German,51-100,80000,83000,80000,30,,,,,40,,No,No,,No,,,Yes,Retail and Consumer Services,No,,,,Invisible,Yes,ChatGPT,
Regensburg,,Full/Part-time employee,Software / Solutions Architect,,14,14,Other,,C# / .NET,,SQL,10.00,German,101-1000,83000,90000,85000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Mobile Developer,,10,7,Senior,,Kotlin,,Other,4.00,"English,German,Russian",101-1000,80000,0,75000,28,,,,,40,,No,No,,No,,,Yes,Retail and Consumer Services,No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,QA Engineer,,7,2,Senior,,Python,,"Java / Scala,Javascript / Typescript",2.00,English,1000+,77000,81000,75000,28,,,,,160,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Frankfurt,,Full/Part-time employee,Tech Lead / Team Lead,,8,8,Lead / Staff,,Other,Salesforce,SQL,0.50,"English,German",101-1000,100000,100000,120000,30,,,,,40,"Yes, I am NOT satisfied with a severance package","Yes, in 2023",No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,worse than it was,"Involuntarily, I was forced to look for a new job","4,0",Moderate but noticeable,No,,
Nuremberg,,Full/Part-time employee,QA Engineer,,4,1,Middle,,Java,,"Azure,Other",0.75,German,1000+,56460,57060,,28,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Karlsruhe,,Full/Part-time employee,Software Engineer,,13,8,Senior,,C# / .NET,,"C# / .NET core,Javascript / Typescript,Angular,.NET",2.00,German,1000+,88000,95000,95000,30,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling",Other,No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Frontend Developer,,8,3,Senior,,JavaScript / Typescript,,"Docker,Terraform,AWS,NodeJS",3.00,English,1000+,93000,111000,107000,27,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Data Scientist,,7,7,Senior,,Python,,"SQL,Go,AWS,Kubernetes,Terraform,Docker",2.00,English,1000+,102000,185000,136000,28,,,,,35,,No,500 - 1000,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Munich,,Full/Part-time employee,Engineering Manager,,13,7,Lead / Staff,,Kotlin,,"Javascript / Typescript,Kubernetes,Docker,AWS,SQL, React",3.00,English,1000+,96000,180000,177000,23,,,,,32,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Engineering Manager,,25,25,Head / Principal,,Other,Cloud,"Python,PHP,AWS,Google Cloud,Kubernetes,Terraform,Docker,Other",3.50,"English,German,Russian",11-50,115000,115000,,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Software Engineer,,5,2,Senior,,NodeJS,,"Kubernetes,Azure,Other",2.00,"English,German,Russian",11-50,68000,68000,65000,unlimited,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,Healthcare,No,,,,Great,Yes,"Copilot,ChatGPT",
Berlin,,Full/Part-time employee,Software Engineer,,13,6,Lead / Staff,,NodeJS,,"Javascript / Typescript,Docker,Kubernetes,Java / Scala",5.00,English,1000+,110000,170000,145000,30,,,,,40,,"Yes, in 2022",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,20,9,Lead / Staff,,C / C++,,"Rust,Python",5.00,English,1000+,150000,300000,280000,38,,,,,40,,No,100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Other,Essen,Full/Part-time employee,Software Engineer,,8,7,Senior,,C# / .NET,,"Terraform,Kubernetes,AWS,Angular,Docker",1.00,"German,English",1000+,82000,19000,125000,30,,,,,38,,No,500 - 1000,,No,,,Yes,Oil & Gas,No,,,,Great,Yes,Copilot,
Frankfurt,,Full/Part-time employee,Software Engineer,,10,4,Senior,,Java,,"Azure,Docker",2.00,English,1000+,84300,90500,89500,30,,,,,40,,No,No,,No,,,I dont know,Financial Services,No,,,,Great,No,,
Berlin,,Full/Part-time employee,Mobile Developer,,4,0,Middle,,Kotlin,,Other,0.50,English,101-1000,78000,0,,30,,,,,40,,No,No,,Full/Part-time employee,,,Yes,Financial Services,Yes,better than it was,"Voluntary, it was my decision","2,0",Moderate but noticeable,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,QA Engineer,,10,2,Senior,,Java,,,5.00,"English,Russian",1000+,85000,90000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Other",AI Assistant by JetBrains
Berlin,,Full/Part-time employee,Backend Developer,,14,1,Lead / Staff,,Python,,"Javascript / Typescript,SQL,Docker,Kubernetes,Google Cloud,Python",4.00,"Russian,German",51-100,118000,118000,,28,,,,,40,,No,No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,Copilot,
Munich,,Full/Part-time employee,Data Scientist,,10,10,Middle,,Python,,"SQL,R,Docker,Azure,Google Cloud,AWS",0.25,English,101-1000,77000,77000,,30,,,,,40,,I dont know,No,,No,,,Yes,Retail and Consumer Services,Yes,better than it was,"Involuntarily, I was forced to look for a new job","0,8",Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Data Scientist,,3,3,Junior,,Python,,"SQL,R,Docker,Kubernetes",1.00,English,51-100,65000,65000,,30,,,,,40,,No,No,,No,,,Yes,Healthcare,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,BI Developer / Data Engineer,,10,1,Senior,,Go,,"Python,SQL,Go,AWS,Terraform,Docker",2.00,English,101-1000,101000,110000,,unlimited,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Backend Developer,,23,7,Senior,,PHP,,Go,2.00,English,1000+,100000,100000,95000,28,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Data Scientist,,7,1,Senior,,Python,,"Python,SQL,Google Cloud",1.00,English,1000+,98000,115000,,28,,,,,40,No,"Yes, both in 2022-2023",100 - 500,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,DevOps,,4,1,Middle,,Bash,,"Docker,Kubernetes,Google Cloud",2.00,"English,Russian",1000+,72000,2000,78000,30,,,,,39,,No,100 - 500,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,No,,
Munich,,Full/Part-time employee,Backend Developer,,15,2,Senior,,Java,,"Docker,Other,Java / Scala",0.20,"Russian,English",11-50,70000,70000,70000,28,,,,,4,,No,up to 100 euro,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,about the same,"Involuntarily, I was forced to look for a new job","5,0",Moderate but noticeable,Yes,"ChatGPT,Copilot,Other",bard
Berlin,,Full/Part-time employee,Engineering Manager,,12,8,Lead / Staff,,Python,,"Google Cloud,AWS,Kubernetes,Terraform,Docker",4.00,English,101-1000,115000,115000,110000,unlimited,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Software Engineer,,10,3,Lead / Staff,,Java,,"SQL,AWS,Docker",1.00,English,101-1000,130000,135000,100000,28,,,,,40,No,"Yes, in 2023",up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","1,0",Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,ML Engineer,,6,1,Senior,,Python,,,3.00,"English,Russian",101-1000,94800,100000,,28,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Stuttgart,,Full/Part-time employee,ML Engineer,,8,5,Senior,,Python,,"AWS,Docker",5.00,"English,German",1000+,82000,94000,85000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,DevOps,,15,6,Senior,,Other,AWS,"Terraform,Docker,AWS",2.00,"English,German",1000+,87000,87000,82800,30,,,,,40,,No,100 - 500,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,20,7,Senior,,PHP,,,2.00,English,101-1000,76000,0,78000,28,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,Other,No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Founder,C-level (CTO / CEO / ...),,6,6,Head / Principal,,JavaScript / Typescript,,"Python,NodeJS,SQL,AWS",4.00,English,51-100,100000,100000,100000,30,,,,,55,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Software / Solutions Architect,,17,9,Lead / Staff,,Java,,"AWS,Python,Java / Scala,Terraform,Kubernetes,Docker",4.00,"English,Russian,Other",1000+,153000,206000,178000,28,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Claude",
Munich,,Full/Part-time employee,Software Engineer,,15,3,Senior,,Java,,Kotlin,5.00,"English,Russian",1000+,110000,119000,115000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Engineering Manager,,10,7,Lead / Staff,,Python,,"SQL,Google Cloud,Kubernetes,Docker",4.50,"English,Russian",1000+,105000,280000,250000,unlimited,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,Moderate but noticeable,Yes,Claude,
Berlin,,Full/Part-time employee,Mobile Developer,,11,3,Senior,,Kotlin,,,3.00,"English,Russian,Other",1000+,80000,80000,,30,,,,,40,No,"Yes, both in 2022-2023",up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Software / Solutions Architect,,16,3,Senior,,Other,,"Python,AWS,Kubernetes",3.00,"English,Russian,German",1000+,132000,145000,145000,28,,,,,40,,No,No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,Other,
Munich,,Full/Part-time employee,Software Engineer,,7,5,Senior,,Kotlin,,"Javascript / Typescript,C# / .NET core,Kubernetes,Docker",2.00,English,101-1000,88000,90000,80000,28,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,15,8,Lead / Staff,,Java,,"Java / Scala,Docker,Terraform,AWS",7.00,English,1000+,91000,91000,,30,,,,,32,,"Yes, in 2022",100 - 500,,No,,,Yes,Advertising Services,No,,,,Moderate but noticeable,No,,
Other,Landsberg am Lech,Full/Part-time employee,Software Engineer,,4,4,Middle,,C# / .NET,,"C / C++,C# / .NET core,.NET,Other",4.00,"English,German",11-50,67000,72000,,58000,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Backend Developer,,16,8,Head / Principal,,JavaScript / Typescript,,"Python,Java / Scala,NodeJS, React,Angular,Google Cloud,Docker",8.00,"English,Russian",up to 10,84000,85000,,30,,,,,40,,"Yes, in 2022",No,,No,,,No,Other,No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,16,6,Senior,,Java,,Other,6.00,"English,German",1000+,103000,203000,186000,30,,,,,40,No,"Yes, in 2023",up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Other,Technical Manager,14,7,Lead / Staff,,JavaScript / Typescript,,Java / Scala,2.00,"English,German",1000+,84000,95000,88000,36,,,,,40,No,"Yes, both in 2022-2023",up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Hamburg,,Full/Part-time employee,Software Engineer,,10,3,Senior,,C / C++,,NodeJS,1.50,"English,Russian",1000+,110000,170000,,28,,,,,8,No,"Yes, both in 2022-2023",500 - 1000,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
